#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"Registry","0","0","12238848","12091392","12173312","1496",,,"0.21875",,,,,"Process","8",,,,,,"0","92",".","0","",,,,,"1496","1496","12173312","12173312","28128","28128","20054016","20054016","28123136","28123136","28360704","28360704",,,"12173312","12173312","00:00:00.2187500","Registry",,"True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:40:52 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00","12238848","12238848","False",,,,"12091392","12091392",,
"services","0","225","2203383275520","7475200","2232320","8584",,,"0.390625",,,,,"Process","9",,,,,,"225","660",".","0","",,,,,"8584","8584","2232320","2232320","72344","72344","3067904","3067904","7983104","7983104","69025792","2203387248640",,,"2232320","2232320","00:00:00.3437500","services",,"True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:14 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3906250","00:00:00.0468750","65052672","2203383275520","False",,,,"7475200","7475200",,
"smss","0","56","2203359850496","1249280","475136","3496",,,"1.140625",,,,,"Process","11",,,,,,"56","336",".","0","",,,,,"3496","3496","475136","475136","13528","13528","581632","581632","1273856","1273856","50372608","2203368595456",,,"475136","475136","00:00:01.1406250","smss",,"True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:12 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1406250","00:00:00","41627648","2203359850496","False",,,,"1249280","1249280",,
"svchost","0","201","2203405860864","9822208","3600384","9832","X:\windows\system32\svchost.exe","Microsoft Corporation","0.125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"3100","Microsoft.Win32.SafeHandles.SafeProcessHandle","201","376",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9832","9832","3600384","3600384","67496","67496","3760128","3760128","9887744","9887744","90861568","2203409084416","True","Normal","3600384","3600384","00:00:00.1093750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0156250","87638016","2203405860864","False",,,,"9822208","9822208",,
"svchost","0","786","2203458420736","24641536","11931648","24040","X:\windows\System32\svchost.exe","Microsoft Corporation","6.359375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"1148","Microsoft.Win32.SafeHandles.SafeProcessHandle","786","392",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24040","24040","11931648","11931648","148696","148696","35536896","35536896","44617728","44617728","333934592","2203652157440","True","Normal","11931648","11931648","00:00:02.2500000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.3593750","00:00:04.1093750","140197888","2203458420736","False",,,,"24641536","24641536",,
"svchost","0","106","2203387297792","6098944","1236992","7744","X:\windows\system32\svchost.exe","Microsoft Corporation","0.015625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"2580","Microsoft.Win32.SafeHandles.SafeProcessHandle","106","460",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7744","7744","1236992","1236992","62096","62096","1454080","1454080","6160384","6160384","73908224","2203392131072","True","Normal","1236992","1236992","00:00:00.0156250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","69074944","2203387297792","False",,,,"6098944","6098944",,
"svchost","0","331","2203401822208","9580544","2318336","12752","X:\windows\system32\svchost.exe","Microsoft Corporation","0.078125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"3116","Microsoft.Win32.SafeHandles.SafeProcessHandle","331","828",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12752","12752","2318336","2318336","136648","136648","2691072","2691072","9691136","9691136","89366528","2203407589376","True","Normal","2318336","2318336","00:00:00.0781250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:14 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00","83599360","2203401822208","False",,,,"9580544","9580544",,
"svchost","0","274","2203388116992","7340032","1896448","14272","X:\windows\system32\svchost.exe","Microsoft Corporation","0.171875","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"2552","Microsoft.Win32.SafeHandles.SafeProcessHandle","274","924",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14272","14272","1896448","1896448","71608","71608","2052096","2052096","7380992","7380992","73564160","2203391787008","True","Normal","1896448","1896448","00:00:00.1250000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:14 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1718750","00:00:00.0468750","69894144","2203388116992","False",,,,"7340032","7340032",,
"svchost","0","326","2203404439552","10207232","2899968","12944","X:\windows\System32\svchost.exe","Microsoft Corporation","0.203125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"3152","Microsoft.Win32.SafeHandles.SafeProcessHandle","326","1008",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12944","12944","2899968","2899968","98496","98496","3002368","3002368","10260480","10260480","87265280","2203405488128","True","Normal","2899968","2899968","00:00:00.1875000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:14 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00.0156250","86216704","2203404439552","False",,,,"10207232","10207232",,
"svchost","0","110","2203385520128","6303744","1871872","10304","X:\windows\system32\svchost.exe","Microsoft Corporation","0","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"3188","Microsoft.Win32.SafeHandles.SafeProcessHandle","110","1220",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10304","10304","1871872","1871872","58616","58616","1978368","1978368","6336512","6336512","70443008","2203388665856","True","Normal","1871872","1871872","00:00:00","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","00:00:00","67297280","2203385520128","False",,,,"6303744","6303744",,
"svchost","0","242","2203419230208","9072640","3244032","15344","X:\windows\system32\svchost.exe","Microsoft Corporation","0.328125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"1664","Microsoft.Win32.SafeHandles.SafeProcessHandle","242","1312",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15344","15344","3244032","3244032","91144","91144","3354624","3354624","9117696","9117696","103104512","2203421327360","True","Normal","3244032","3244032","00:00:00.2187500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:16 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3281250","00:00:00.1093750","101007360","2203419230208","False",,,,"9072640","9072640",,
"svchost","0","301","2203404697600","10063872","2854912","29992","X:\windows\system32\svchost.exe","Microsoft Corporation","0.09375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"2972","Microsoft.Win32.SafeHandles.SafeProcessHandle","301","1372",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","29992","29992","2854912","2854912","101728","101728","3125248","3125248","10153984","10153984","94105600","2203412328448","True","Normal","2854912","2854912","00:00:00.0937500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:16 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00","86474752","2203404697600","False",,,,"10063872","10063872",,
"svchost","0","159","2203393069056","6746112","1458176","9184","X:\windows\System32\svchost.exe","Microsoft Corporation","0.046875","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"2584","Microsoft.Win32.SafeHandles.SafeProcessHandle","159","1444",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9184","9184","1458176","1458176","74968","74968","1708032","1708032","6782976","6782976","77996032","2203396218880","True","Normal","1458176","1458176","00:00:00.0156250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:16 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0312500","74846208","2203393069056","False",,,,"6746112","6746112",,
"svchost","0","312","2203491516416","10604544","3031040","21408","X:\windows\system32\svchost.exe","Microsoft Corporation","1.390625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"2420","Microsoft.Win32.SafeHandles.SafeProcessHandle","312","1904",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21408","21408","3031040","3031040","94464","94464","14069760","14069760","22896640","22896640","224915456","2203543138304","True","Normal","3031040","3031040","00:00:00.7500000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:42:25 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.3906250","00:00:00.6406250","173293568","2203491516416","False",,,,"10604544","10604544",,
"System","0","2142","2191360","98304","32768","272",,,"28.53125",,,,,"Process","8",,,,,,"2142","4",".","0","",,,,,"272","272","32768","32768","0","0","32768","32768","1548288","1548288","3637248","3637248",,,"32768","32768","00:00:28.5312500","System",,"True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:12 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:28.5312500","00:00:00","2191360","2191360","False",,,,"98304","98304",,
"TsBootShell","1","173","2203447947264","11689984","2596864","12024","X:\sms\bin\x64\TsBootShell.exe","Microsoft Corporation","0.125","5.00.9122.1000","5.00.9122.1000","tsbootshell.exe","Microsoft Configuration Manager","Process","8",,"False",,"2760","Microsoft.Win32.SafeHandles.SafeProcessHandle","173","716",".","0","","System.Diagnostics.ProcessModule (TsBootShell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12024","12024","2596864","2596864","177952","177952","3616768","3616768","11706368","11706368","134971392","2203453194240","True","Normal","2596864","2596864","00:00:00.1250000","TsBootShell","3","True","1","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00","129724416","2203447947264","False",,,,"11689984","11689984",,
"TsmBootstrap","1","637","2203674734592","128135168","111144960","24816","X:\sms\bin\x64\TsmBootstrap.exe","Microsoft Corporation","33.515625","5.00.9122.1000","5.00.9122.1000","TSMBootstrap.exe","Microsoft Configuration Manager","Process","8",,"False",,"2816","Microsoft.Win32.SafeHandles.SafeProcessHandle","637","1676",".","131156","Task Sequence Wizard","System.Diagnostics.ProcessModule (TsmBootstrap.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24816","24816","111144960","111144960","350192","350192","207388672","207388672","212549632","212549632","459042816","2203777265664","True","Normal","111144960","111144960","00:00:14.4218750","TsmBootstrap","3","True","1","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:17 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:33.5156250","00:00:19.0937500","356511744","2203674734592","False",,,,"128135168","128135168",,
"WallpaperHost","1","197","2203462385664","16744448","5337088","11824","X:\windows\system32\WallpaperHost.exe","Microsoft Corporation","0.234375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Wallpaper Host Process","Microsoft® Windows® Operating System","Process","8",,"False",,"3020","Microsoft.Win32.SafeHandles.SafeProcessHandle","197","796",".","65570","","System.Diagnostics.ProcessModule (WallpaperHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11824","11824","5337088","5337088","189024","189024","8327168","8327168","18874368","18874368","147275776","2203465498624","True","Normal","5337088","5337088","00:00:00.2031250","WallpaperHost","3","True","1","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.0312500","144162816","2203462385664","False",,,,"16744448","16744448",,
"wininit","0","109","2203387600896","6451200","1298432","7872",,,"0.03125",,,,,"Process","13",,,,,,"109","568",".","0","",,,,,"7872","7872","1298432","1298432","66608","66608","1769472","1769472","6537216","6537216","86798336","2203405021184",,,"1298432","1298432","00:00:00.0312500","wininit",,"True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:14 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00","69378048","2203387600896","False",,,,"6451200","6451200",,
"winlogon","1","157","2203454599168","8929280","1929216","11072","X:\windows\system32\winlogon.exe","Microsoft Corporation","0.21875","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Windows Logon Application","Microsoft® Windows® Operating System","Process","13",,"False",,"2444","Microsoft.Win32.SafeHandles.SafeProcessHandle","157","668",".","0","","System.Diagnostics.ProcessModule (winlogon.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11072","11072","1929216","1929216","124168","124168","6180864","6180864","14639104","14639104","146948096","2203465170944","True","High","1929216","1929216","00:00:00.0781250","winlogon","3","True","1","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:14 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00.1406250","136376320","2203454599168","False",,,,"8929280","8929280",,
"winpeshl","1","124","2203418116096","7098368","2584576","9360","X:\windows\system32\winpeshl.exe","Microsoft Corporation","0.234375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","WinPE Shell","Microsoft® Windows® Operating System","Process","8",,"False",,"2860","Microsoft.Win32.SafeHandles.SafeProcessHandle","124","360",".","0","","System.Diagnostics.ProcessModule (winpeshl.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9360","9360","2584576","2584576","122808","122808","4784128","4784128","8998912","8998912","101912576","2203420135424","True","Normal","2584576","2584576","00:00:00.0937500","winpeshl","3","True","1","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.1406250","99893248","2203418116096","False",,,,"7098368","7098368",,
"WmiPrvSE","0","172","2203409477632","13238272","7114752","10880","X:\windows\system32\wbem\wmiprvse.exe","Microsoft Corporation","1.03125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","WMI Provider Host","Microsoft® Windows® Operating System","Process","8",,"False",,"2980","Microsoft.Win32.SafeHandles.SafeProcessHandle","172","2228",".","0","","System.Diagnostics.ProcessModule (wmiprvse.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10880","10880","7114752","7114752","78304","78304","14991360","14991360","21594112","21594112","97783808","2203416006656","True","Normal","7114752","7114752","00:00:00.1875000","WmiPrvSE","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:42:51 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0312500","00:00:00.8437500","91254784","2203409477632","False",,,,"13238272","13238272",,
