#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"powershell","1","821","2203951882240","94732288","73613312","55296","X:\windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","6.8125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Windows PowerShell","Microsoft® Windows® Operating System","Process","8",,"False",,"3636","Microsoft.Win32.SafeHandles.SafeProcessHandle","821","1856",".","0","","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","55296","55296","73613312","73613312","320168","320168","76587008","76587008","96456704","96456704","645443584","2203963666432","True","Normal","73613312","73613312","00:00:01.9843750","powershell","3","True","1","System.Diagnostics.ProcessStartInfo","8/8/2024 1:42:25 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.8281250","00:00:04.8437500","633659392","2203951882240","False",,,,"94732288","94732288",,
"Registry","0","0","20701184","19984384","20086784","7072",,,"0.21875",,,,,"Process","8",,,,,,"0","92",".","0","",,,,,"7072","7072","20086784","20086784","44656","44656","20099072","20099072","28123136","28123136","29089792","29089792",,,"20086784","20086784","00:00:00.2187500","Registry",,"True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:40:52 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00","20701184","20701184","False",,,,"19984384","19984384",,
"services","0","231","2203383799808","7524352","2301952","8720",,,"0.421875",,,,,"Process","9",,,,,,"231","660",".","0","",,,,,"8720","8720","2301952","2301952","72344","72344","3067904","3067904","7983104","7983104","69025792","2203387248640",,,"2301952","2301952","00:00:00.3593750","services",,"True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:14 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4218750","00:00:00.0625000","65576960","2203383799808","False",,,,"7524352","7524352",,
"smss","0","56","2203359850496","1249280","475136","3496",,,"1.140625",,,,,"Process","11",,,,,,"56","336",".","0","",,,,,"3496","3496","475136","475136","13528","13528","581632","581632","1273856","1273856","50372608","2203368595456",,,"475136","475136","00:00:01.1406250","smss",,"True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:12 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1406250","00:00:00","41627648","2203359850496","False",,,,"1249280","1249280",,
"svchost","0","203","2203406909440","9846784","3653632","9968","X:\windows\system32\svchost.exe","Microsoft Corporation","0.125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"3752","Microsoft.Win32.SafeHandles.SafeProcessHandle","203","376",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9968","9968","3653632","3653632","67496","67496","3760128","3760128","9887744","9887744","90861568","2203409084416","True","Normal","3653632","3653632","00:00:00.1093750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0156250","88686592","2203406909440","False",,,,"9846784","9846784",,
"svchost","0","812","2203462615040","25120768","12349440","24584","X:\windows\System32\svchost.exe","Microsoft Corporation","6.609375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"3784","Microsoft.Win32.SafeHandles.SafeProcessHandle","812","392",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24584","24584","12349440","12349440","149496","149496","35536896","35536896","44617728","44617728","333934592","2203652157440","True","Normal","12349440","12349440","00:00:02.3125000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.6093750","00:00:04.2968750","144392192","2203462615040","False",,,,"25120768","25120768",,
"svchost","0","106","2203387297792","6098944","1236992","7744","X:\windows\system32\svchost.exe","Microsoft Corporation","0.015625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"3816","Microsoft.Win32.SafeHandles.SafeProcessHandle","106","460",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7744","7744","1236992","1236992","62096","62096","1454080","1454080","6160384","6160384","73908224","2203392131072","True","Normal","1236992","1236992","00:00:00.0156250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","69074944","2203387297792","False",,,,"6098944","6098944",,
"svchost","0","335","2203403395072","9654272","2465792","13024","X:\windows\system32\svchost.exe","Microsoft Corporation","0.203125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"3848","Microsoft.Win32.SafeHandles.SafeProcessHandle","335","828",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13024","13024","2465792","2465792","136648","136648","2691072","2691072","9691136","9691136","91078656","2203409301504","True","Normal","2465792","2465792","00:00:00.1875000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:14 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00.0156250","85172224","2203403395072","False",,,,"9654272","9654272",,
"svchost","0","297","2203388641280","7491584","2043904","14272","X:\windows\system32\svchost.exe","Microsoft Corporation","0.203125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"3880","Microsoft.Win32.SafeHandles.SafeProcessHandle","297","924",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14272","14272","2043904","2043904","72568","72568","2052096","2052096","7491584","7491584","76849152","2203395072000","True","Normal","2043904","2043904","00:00:00.1406250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:14 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00.0625000","70418432","2203388641280","False",,,,"7491584","7491584",,
"svchost","0","315","2203402866688","10153984","2670592","12408","X:\windows\System32\svchost.exe","Microsoft Corporation","0.234375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"3912","Microsoft.Win32.SafeHandles.SafeProcessHandle","315","1008",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12408","12408","2670592","2670592","98400","98400","3002368","3002368","10260480","10260480","87265280","2203405488128","True","Normal","2670592","2670592","00:00:00.2187500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:14 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.0156250","84643840","2203402866688","False",,,,"10153984","10153984",,
"svchost","0","115","2203388141568","6385664","2056192","11096","X:\windows\system32\svchost.exe","Microsoft Corporation","0","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"3944","Microsoft.Win32.SafeHandles.SafeProcessHandle","115","1220",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11096","11096","2056192","2056192","58616","58616","2056192","2056192","6402048","6402048","70443008","2203388665856","True","Normal","2056192","2056192","00:00:00","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","00:00:00","69918720","2203388141568","False",,,,"6385664","6385664",,
"svchost","0","244","2203419230208","9089024","3268608","15344","X:\windows\system32\svchost.exe","Microsoft Corporation","0.59375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"3976","Microsoft.Win32.SafeHandles.SafeProcessHandle","244","1312",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15344","15344","3268608","3268608","91144","91144","3354624","3354624","9117696","9117696","103104512","2203421327360","True","Normal","3268608","3268608","00:00:00.4218750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:16 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5937500","00:00:00.1718750","101007360","2203419230208","False",,,,"9089024","9089024",,
"svchost","0","304","2203405746176","10076160","2908160","30128","X:\windows\system32\svchost.exe","Microsoft Corporation","0.09375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"4008","Microsoft.Win32.SafeHandles.SafeProcessHandle","304","1372",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30128","30128","2908160","2908160","101728","101728","3125248","3125248","10153984","10153984","94105600","2203412328448","True","Normal","2908160","2908160","00:00:00.0937500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:16 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00","87523328","2203405746176","False",,,,"10076160","10076160",,
"svchost","0","164","2203395166208","6778880","1568768","9456","X:\windows\System32\svchost.exe","Microsoft Corporation","0.046875","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"4040","Microsoft.Win32.SafeHandles.SafeProcessHandle","164","1444",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9456","9456","1568768","1568768","74968","74968","1708032","1708032","6782976","6782976","77996032","2203396218880","True","Normal","1568768","1568768","00:00:00.0156250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:16 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0312500","76943360","2203395166208","False",,,,"6778880","6778880",,
"svchost","0","316","2203493613568","10637312","3125248","21680","X:\windows\system32\svchost.exe","Microsoft Corporation","1.390625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","8",,"False",,"868","Microsoft.Win32.SafeHandles.SafeProcessHandle","316","1904",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21680","21680","3125248","3125248","94464","94464","14069760","14069760","22896640","22896640","224915456","2203543138304","True","Normal","3125248","3125248","00:00:00.7500000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:42:25 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.3906250","00:00:00.6406250","175390720","2203493613568","False",,,,"10637312","10637312",,
"System","0","2290","2191360","98304","32768","272",,,"29.078125",,,,,"Process","8",,,,,,"2290","4",".","0","",,,,,"272","272","32768","32768","0","0","32768","32768","1548288","1548288","3637248","3637248",,,"32768","32768","00:00:29.0781250","System",,"True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:12 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:29.0781250","00:00:00","2191360","2191360","False",,,,"98304","98304",,
"TsBootShell","1","173","2203446898688","11673600","2568192","11888","X:\sms\bin\x64\TsBootShell.exe","Microsoft Corporation","0.125","5.00.9122.1000","5.00.9122.1000","tsbootshell.exe","Microsoft Configuration Manager","Process","8",,"False",,"2796","Microsoft.Win32.SafeHandles.SafeProcessHandle","173","716",".","0","","System.Diagnostics.ProcessModule (TsBootShell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11888","11888","2568192","2568192","177952","177952","3616768","3616768","11706368","11706368","134971392","2203453194240","True","Normal","2568192","2568192","00:00:00.1250000","TsBootShell","3","True","1","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00","128675840","2203446898688","False",,,,"11673600","11673600",,
"TsManager","1","401","2203622252544","83210240","15564800","20624","X:\sms\bin\x64\TsManager.exe","Microsoft Corporation","4","5.00.9122.1000","5.00.9122.1000","TSManager.exe","Microsoft Configuration Manager","Process","8",,"False",,"2316","Microsoft.Win32.SafeHandles.SafeProcessHandle","401","2764",".","0","","System.Diagnostics.ProcessModule (TsManager.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20624","20624","15564800","15564800","362760","362760","150200320","150200320","216870912","216870912","430333952","2203748556800","True","Normal","15564800","15564800","00:00:01.5781250","TsManager","3","True","1","System.Diagnostics.ProcessStartInfo","8/8/2024 10:47:46 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.0156250","00:00:02.4375000","304029696","2203622252544","False",,,,"83210240","83210240",,
"TsmBootstrap","1","840","2203725959168","190210048","148697088","27448","X:\sms\bin\x64\TsmBootstrap.exe","Microsoft Corporation","44.5625","5.00.9122.1000","5.00.9122.1000","TSMBootstrap.exe","Microsoft Configuration Manager","Process","8",,"False",,"3064","Microsoft.Win32.SafeHandles.SafeProcessHandle","840","1676",".","0","","System.Diagnostics.ProcessModule (TsmBootstrap.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27448","27448","148697088","148697088","397128","397128","207388672","207388672","229122048","229122048","461512704","2203779735552","True","Normal","148697088","148697088","00:00:16.7968750","TsmBootstrap","3","True","1","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:17 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:44.5625000","00:00:27.7656250","407736320","2203725959168","False",,,,"190210048","190210048",,
"TsProgressUI","1","172","2203518337024","11694080","2703360","12296","X:\sms\bin\x64\TsProgressUI.exe","Microsoft Corporation","0.03125","5.00.9122.1000","5.00.9122.1000","TsProgressUI.exe","Microsoft Configuration Manager","Process","8",,"False",,"3340","Microsoft.Win32.SafeHandles.SafeProcessHandle","172","2112",".","590006","Installation Progress","System.Diagnostics.ProcessModule (TsProgressUI.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12296","12296","2703360","2703360","312824","312824","4698112","4698112","13082624","13082624","204632064","2203522854912","True","Normal","2703360","2703360","00:00:00.0156250","TsProgressUI","3","True","1","System.Diagnostics.ProcessStartInfo","8/8/2024 10:47:48 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0156250","200114176","2203518337024","False",,,,"11694080","11694080",,
"vds","0","243","2203415056384","13606912","4993024","17264","X:\windows\System32\vds.exe","Microsoft Corporation","0.171875","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Virtual Disk Service","Microsoft® Windows® Operating System","Process","8",,"False",,"4044","Microsoft.Win32.SafeHandles.SafeProcessHandle","243","1152",".","0","","System.Diagnostics.ProcessModule (vds.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17264","17264","4993024","4993024","111088","111088","77606912","77606912","85749760","85749760","169193472","2203487416320","True","Normal","4993024","4993024","00:00:00.1093750","vds","3","True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 10:48:07 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1718750","00:00:00.0625000","96833536","2203415056384","False",,,,"13606912","13606912",,
"vdsldr","1","117","2203407794176","7077888","1441792","9104","X:\windows\System32\vdsldr.exe","Microsoft Corporation","0","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Virtual Disk Service Loader","Microsoft® Windows® Operating System","Process","8",,"False",,"3068","Microsoft.Win32.SafeHandles.SafeProcessHandle","117","2964",".","0","","System.Diagnostics.ProcessModule (vdsldr.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9104","9104","1441792","1441792","103096","103096","1441792","1441792","7077888","7077888","89571328","2203407794176","True","Normal","1441792","1441792","00:00:00","vdsldr","3","True","1","System.Diagnostics.ProcessStartInfo","8/8/2024 10:48:14 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","00:00:00","89571328","2203407794176","False",,,,"7077888","7077888",,
"WallpaperHost","1","197","2203462385664","16744448","5337088","11824","X:\windows\system32\WallpaperHost.exe","Microsoft Corporation","0.234375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Wallpaper Host Process","Microsoft® Windows® Operating System","Process","8",,"False",,"4056","Microsoft.Win32.SafeHandles.SafeProcessHandle","197","796",".","65570","","System.Diagnostics.ProcessModule (WallpaperHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11824","11824","5337088","5337088","189024","189024","8327168","8327168","18874368","18874368","147275776","2203465498624","True","Normal","5337088","5337088","00:00:00.2031250","WallpaperHost","3","True","1","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.0312500","144162816","2203462385664","False",,,,"16744448","16744448",,
"wininit","0","109","2203387076608","6430720","1220608","7736",,,"0.03125",,,,,"Process","13",,,,,,"109","568",".","0","",,,,,"7736","7736","1220608","1220608","66608","66608","1769472","1769472","6537216","6537216","86798336","2203405021184",,,"1220608","1220608","00:00:00.0312500","wininit",,"True","0","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:14 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00","68853760","2203387076608","False",,,,"6430720","6430720",,
"winlogon","1","157","2203453550592","8888320","1769472","10800","X:\windows\system32\winlogon.exe","Microsoft Corporation","0.21875","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Windows Logon Application","Microsoft® Windows® Operating System","Process","13",,"False",,"4088","Microsoft.Win32.SafeHandles.SafeProcessHandle","157","668",".","0","","System.Diagnostics.ProcessModule (winlogon.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10800","10800","1769472","1769472","124168","124168","6180864","6180864","14639104","14639104","146948096","2203465170944","True","High","1769472","1769472","00:00:00.0781250","winlogon","3","True","1","System.Diagnostics.ProcessStartInfo","8/8/2024 1:41:14 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00.1406250","135327744","2203453550592","False",,,,"8888320","8888320",,
